Word_ID,Word,Valence_Mean,Valence_SD,Valence_N,Arousal_Mean,Arousal_SD,Arousal_N,Men_Valence_Mean,Men_Valence_SD,Men_Valence_N,Women_Valence_Mean,Women_Valence_SD,Women_Valence_N,Men_Arousal_Mean,Men_Arousal_SD,Men_Arousal_N,Women_Arousal_Mean,Women_Arousal_SD,Women_Arousal_N,NOM,subTF,NOS,AOA,Compositionality,Concreteness,EER,Familiarity,Imageability,SER,sF,sNOM,ST,RT (ms),log_subTF,Exclusion_Reason,Candidate_Status
1898,读者,0.75,0.79,24,1.77,1.07,26,0.79,0.8,14,0.7,0.82,10,1.83,1.03,12,1.71,1.14,14,1,159,18,3.4375,4.733333333,4.384615385,2.625,6.318181818,5.214285714,3.6875,4.0625,1.714285714,5.714285714,546.9407407,2.2041199826559246,,excluded
1899,独裁,-1.58,1.14,26,3.05,0.84,22,-2.09,0.83,11,-1.2,1.21,15,3.08,0.67,12,3.0,1.05,10,1,43,21,2.933333333,3.785714286,4.928571429,3.8125,5.428571429,5.0625,2.9375,2.4,1.4,4.125,681.0111111,1.6434526764861874,,excluded
1906,独特,1.4,0.96,25,3.04,0.66,26,1.17,0.75,6,1.47,1.02,19,3.15,0.38,13,2.92,0.86,13,1,396,19,2.933333333,5.071428571,3.666666667,3.923076923,5.714285714,4.166666667,2.647058824,3.714285714,1.4375,3.866666667,597.0,2.598790506763115,明显多义或语境依赖,excluded
1912,堵塞,-1.28,0.98,25,2.33,1.05,24,-1.27,1.03,15,-1.3,0.95,10,2.5,1.0,12,2.17,1.11,12,1,109,24,2.2,5.769230769,4.090909091,3.384615385,6.136363636,5.846153846,5.176470588,4.923076923,1.5625,6.071428571,686.3041667,2.041392685158225,,excluded
1930,端正,1.92,1.04,25,1.81,0.9,26,1.77,1.17,13,2.08,0.9,12,2.0,1.0,13,1.62,0.77,13,4,38,19,2.0,3.307692308,4.538461538,3.6,5.909090909,5.692307692,3.307692308,2.846153846,1.411764706,4.714285714,605.396,1.591064607026499,外部常模义项数>2,excluded
1938,短期,0.2,0.52,20,1.46,1.26,28,0.29,0.49,7,0.15,0.55,13,1.0,1.12,9,1.68,1.29,19,1,123,24,2.384615385,4.166666667,3.428571429,2.428571429,5.136363636,5.666666667,2.666666667,4.0,1.533333333,4.692307692,576.075,2.093421685162235,,excluded
1940,短暂,0.0,0.8,26,1.73,1.16,22,-0.15,0.8,13,0.15,0.8,13,1.8,0.84,5,1.71,1.26,17,1,324,24,3.0625,5.133333333,3.692307692,4.125,5.952380952,6.142857143,2.1875,3.1875,1.357142857,5.5,608.9269231,2.5118833609788744,,excluded
1944,断绝,-1.08,0.91,25,2.62,1.3,26,-1.27,0.96,15,-0.8,0.79,10,2.62,1.19,13,2.62,1.45,13,1,115,20,3.818181818,5.0,3.615384615,3.3125,5.5,5.333333333,3.352941176,3.357142857,1.5,4.916666667,630.35,2.0644579892269186,,excluded
1948,锻炼,1.82,1.05,22,2.63,0.97,27,2.17,0.75,6,1.69,1.14,16,2.88,0.83,8,2.53,1.02,19,3,340,23,2.0,5.25,6.125,5.0,6.19047619,4.642857143,4.733333333,5.6875,1.642857143,5.875,596.2555556,2.5327543789924976,外部常模义项数>2,excluded
1950,堆积,-0.36,0.95,25,1.8,1.04,25,-0.31,1.01,16,-0.44,0.88,9,2.0,0.76,8,1.71,1.16,17,1,38,21,3.727272727,4.6,4.538461538,2.857142857,4.75,5.5,3.533333333,3.0,1.384615385,4.9,721.55,1.591064607026499,,excluded
1954,队员,0.43,0.68,21,1.63,1.01,27,0.33,0.71,9,0.5,0.67,12,1.64,0.93,14,1.62,1.12,13,1,614,11,2.5,4.4375,6.5625,3.857142857,6.363636364,4.642857143,4.0,4.125,1.5,6.0625,558.975,2.788875115775417,,excluded
1957,对比,0.16,0.75,25,2.62,0.85,26,0.29,0.73,14,0.0,0.77,11,2.92,0.79,12,2.36,0.84,14,2,199,9,3.166666667,4.615384615,3.6,3.214285714,5.55,5.214285714,3.9375,3.214285714,1.6,5.133333333,549.6592593,2.3010299956639813,,excluded
1959,对称,0.5,0.83,34,1.35,1.15,23,0.62,0.87,13,0.43,0.81,21,1.6,1.24,15,0.88,0.83,8,1,54,15,2.916666667,3.333333333,5.615384615,3.571428571,4.142857143,3.785714286,3.823529412,4.133333333,1.538461538,5.8,612.0321429,1.7403626894942439,,excluded
1960,对待,0.38,0.77,24,1.55,0.8,22,0.25,0.62,12,0.5,0.9,12,2.2,0.84,5,1.35,0.7,17,1,1154,14,1.642857143,2.6,3.75,3.75,6.285714286,5.0,3.266666667,4.285714286,1.823529412,5.230769231,554.4111111,3.062581984228163,,excluded
1962,对话,0.4,0.87,25,1.92,0.97,24,0.46,0.97,13,0.33,0.78,12,1.83,1.11,12,2.0,0.85,12,3,570,13,2.428571429,3.071428571,4.666666667,4.0,6.181818182,6.583333333,3.823529412,4.6,1.4375,5.923076923,524.8884615,2.756636108245848,外部常模义项数>2,excluded
1966,对抗,-0.17,1.17,24,2.59,1.25,27,-0.21,0.97,14,-0.1,1.45,10,2.55,1.37,11,2.63,1.2,16,3,500,12,3.8,4.7,4.153846154,3.769230769,5.409090909,4.4,3.533333333,4.285714286,1.923076923,5.7,631.7192308,2.699837725867246,外部常模义项数>2,excluded
1972,对象,0.86,0.96,21,2.23,1.27,26,0.83,1.33,6,0.87,0.83,15,2.38,1.6,8,2.17,1.15,18,2,814,16,2.636363636,2.846153846,5.636363636,3.923076923,5.454545455,5.0,3.411764706,4.333333333,1.846153846,4.769230769,571.9038462,2.9111576087399764,,excluded
1987,多余,-0.96,0.56,23,1.93,1.07,27,-1.0,0.74,12,-0.91,0.3,11,1.45,0.93,11,2.25,1.06,16,2,272,13,3.8,4.733333333,3.384615385,3.6875,6.863636364,3.615384615,2.6,4.142857143,1.733333333,5.411764706,541.4777778,2.436162647040756,,excluded
1992,夺取,-1.0,1.25,24,2.54,1.24,26,-0.93,1.28,15,-1.11,1.27,9,2.31,1.25,13,2.77,1.24,13,2,107,14,2.461538462,4.571428571,3.461538462,3.0625,4.818181818,6.0,3.235294118,3.0,1.25,5.066666667,567.2730769,2.03342375548695,,excluded
1993,躲避,-0.8,1.04,25,2.56,1.16,25,-0.86,1.1,14,-0.73,1.01,11,2.08,1.24,12,3.0,0.91,13,2,279,29,2.076923077,5.416666667,5.285714286,4.5,5.545454545,6.166666667,4.125,4.166666667,1.333333333,5.923076923,683.9875,2.4471580313422194,,excluded
2014,恶劣,-2.5,0.67,22,2.5,1.11,28,-2.5,0.71,10,-2.5,0.67,12,2.36,1.01,14,2.64,1.22,14,1,213,16,2.928571429,5.066666667,4.3125,3.3125,5.761904762,5.7,4.6,4.133333333,1.166666667,5.733333333,617.2666667,2.330413773349191,,excluded
2031,儿女,0.92,1.08,25,2.9,1.02,20,0.9,1.1,10,0.93,1.1,15,3.25,0.89,8,2.67,1.07,12,3,69,5,2.0,4.0,5.363636364,3.307692308,6.454545455,3.727272727,3.882352941,4.307692308,1.357142857,6.454545455,505.856,1.845098040014257,外部常模义项数>2,excluded
2033,儿童,0.63,0.77,24,1.5,1.1,24,0.13,0.35,8,0.88,0.81,16,1.36,0.93,14,1.7,1.34,10,1,758,14,1.571428571,6.066666667,6.8,4.666666667,6.0,6.153846154,5.8,4.357142857,1.538461538,6.307692308,582.2730769,2.88024177589548,,excluded
2036,耳朵,0.15,0.49,20,1.54,1.23,28,0.17,0.58,12,0.13,0.35,8,1.43,1.22,14,1.64,1.28,14,1,795,12,1.5,5.2,6.466666667,2.833333333,5.863636364,6.230769231,5.6,4.0,1.153846154,6.230769231,508.5703704,2.900913067737669,,excluded
2051,发财,1.5,1.02,24,3.28,0.94,25,1.45,1.04,11,1.54,1.05,13,3.18,0.98,11,3.36,0.93,14,2,152,12,1.692307692,4.214285714,4.846153846,5.0,5.142857143,4.083333333,4.882352941,4.133333333,1.333333333,5.2,606.0482759,2.184691430817599,,excluded
2053,发出,0.38,0.92,24,1.84,0.99,25,0.47,1.13,15,0.22,0.44,9,1.88,0.99,8,1.82,1.01,17,3,792,10,1.923076923,4.866666667,3.714285714,3.333333333,5.80952381,3.1,2.941176471,3.5625,1.4,5.3125,645.224,2.8992731873176036,外部常模义项数>2,excluded
2054,发达,1.61,0.72,23,2.63,0.88,24,1.88,0.64,8,1.47,0.74,15,2.86,0.86,14,2.3,0.82,10,3,137,11,2.785714286,4.533333333,4.375,3.857142857,5.409090909,4.714285714,2.266666667,4.25,1.928571429,5.5,572.6807692,2.1398790864012365,外部常模义项数>2,excluded
2056,发电,0.84,0.97,31,1.61,1.33,18,0.3,0.67,10,1.1,1.0,21,2.38,1.3,8,1.0,1.05,10,2,61,10,2.928571429,4.071428571,3.928571429,3.857142857,4.818181818,5.833333333,3.133333333,2.785714286,1.666666667,4.4375,627.8115385,1.792391689498254,,excluded
2062,发火,-1.63,0.63,27,2.85,1.29,26,-1.36,0.67,11,-1.81,0.54,16,2.88,1.31,16,2.8,1.32,10,5,349,9,2.363636364,3.5,4.733333333,4.2,5.772727273,5.333333333,5.411764706,5.25,1.727272727,5.2,640.3923077,2.5440680443502757,外部常模义项数>2,excluded
2065,发觉,0.42,0.83,24,2.13,1.19,24,0.5,0.52,12,0.33,1.07,12,1.92,1.31,12,2.33,1.07,12,1,291,14,2.6,2.846153846,2.75,3.0,6.045454545,5.0,3.470588235,4.0,1.4375,5.571428571,594.22,2.4653828514484184,,excluded
2073,发明,1.5,1.06,24,2.38,1.13,26,1.71,0.76,7,1.41,1.18,17,2.5,1.15,16,2.2,1.14,10,3,566,13,2.133333333,4.357142857,4.857142857,4.125,6.363636364,5.0625,3.4375,4.6,1.866666667,5.1875,546.837037,2.7535830588929064,外部常模义项数>2,excluded
2079,发烧,-1.15,0.82,27,2.42,1.21,24,-1.09,1.14,11,-1.19,0.54,16,2.27,1.19,11,2.54,1.27,13,2,217,15,1.4,3.2,5.6875,3.8,5.8,3.923076923,5.214285714,2.5625,1.6,4.923076923,600.256,2.3384564936046046,,excluded
2080,发射,0.12,0.33,25,2.68,1.25,25,0.2,0.42,10,0.07,0.26,15,3.0,1.1,11,2.43,1.34,14,1,378,15,3.0,5.866666667,5.071428571,2.230769231,5.909090909,4.833333333,3.647058824,3.266666667,1.545454545,5.727272727,588.856,2.578639209968072,,excluded
2081,发生,-0.13,0.45,24,2.22,1.13,23,-0.1,0.32,10,-0.14,0.53,14,2.17,1.11,12,2.27,1.19,11,3,5395,10,2.133333333,3.866666667,3.071428571,2.846153846,6.318181818,5.0,3.176470588,6.133333333,1.727272727,5.090909091,529.8730769,3.732071940999867,外部常模义项数>2,excluded
2083,发誓,0.0,1.17,26,2.96,0.82,23,0.29,1.38,14,-0.33,0.78,12,3.22,0.44,9,2.79,0.97,14,2,2209,19,3.0,5.0,4.071428571,3.933333333,5.380952381,4.133333333,4.25,2.875,1.428571429,5.75,572.1333333,3.3443922736851106,,excluded
2084,发现,0.61,0.84,23,2.22,1.01,27,1.0,0.74,12,0.18,0.75,11,2.36,0.92,11,2.13,1.09,16,4,5060,13,1.5,4.733333333,4.4375,3.666666667,6.454545455,5.0,4.375,4.8125,1.5,4.6875,545.0607143,3.7042363373087874,外部常模义项数>2,excluded
2086,发行,0.36,0.66,22,1.36,0.95,25,0.14,0.38,7,0.47,0.74,15,1.38,1.19,8,1.35,0.86,17,1,212,11,3.076923077,4.0,4.714285714,2.5,5.4,5.7,2.470588235,3.0625,1.4,4.9375,665.1,2.3283796034387376,,excluded
2090,发扬,1.74,1.1,27,2.56,1.25,18,1.63,0.96,16,1.91,1.3,11,2.9,0.99,10,2.13,1.46,8,2,25,11,2.5,3.785714286,3.133333333,4.666666667,5.095238095,6.111111111,3.294117647,3.125,1.545454545,4.533333333,611.9666667,1.414973347970818,,excluded
2092,发育,0.64,0.99,25,1.95,0.97,21,0.69,1.03,13,0.58,1.0,12,2.0,1.15,10,1.91,0.83,11,1,122,13,2.461538462,3.384615385,5.0,4.4,5.428571429,3.692307692,4.384615385,3.384615385,1.705882353,5.857142857,582.6357143,2.089905111439398,,excluded
2094,发展,1.2,0.87,25,2.3,1.03,27,0.88,0.83,8,1.35,0.86,17,2.78,1.2,9,2.06,0.87,18,4,1217,15,3.1875,3.0,5.076923077,3.3125,5.318181818,4.785714286,3.875,3.8125,1.9375,5.571428571,565.362963,3.0856472882968564,外部常模义项数>2,excluded
2103,法官,1.38,1.28,24,2.32,1.25,25,1.27,1.33,15,1.56,1.24,9,2.38,1.06,8,2.29,1.36,17,1,800,16,2.363636364,3.0,5.636363636,2.923076923,5.318181818,5.1,3.352941176,2.333333333,1.076923077,6.076923077,549.588,2.9036325160842376,,excluded
2107,法律,1.27,1.19,26,3.19,0.98,26,1.15,1.14,13,1.38,1.26,13,3.38,0.96,13,3.0,1.0,13,1,1405,17,3.214285714,4.642857143,4.9375,4.642857143,6.181818182,3.583333333,2.941176471,3.6,1.25,6.0,535.337037,3.147985320683805,,excluded
2112,法院,0.63,1.58,24,2.96,0.79,28,0.69,1.44,13,0.55,1.81,11,2.93,1.0,14,3.0,0.55,14,1,477,17,3.384615385,4.769230769,6.333333333,3.166666667,6.863636364,2.545454545,3.8125,2.615384615,1.142857143,5.727272727,547.7153846,2.6794278966121188,,excluded
2113,法则,1.0,1.15,25,2.32,1.31,25,0.64,1.03,11,1.29,1.2,14,3.27,0.79,11,1.57,1.16,14,2,158,14,3.0,4.533333333,5.384615385,3.533333333,5.65,3.4,2.764705882,3.4375,1.533333333,5.6875,570.2384615,2.2013971243204513,,excluded
2131,烦恼,-1.44,0.77,25,2.7,1.23,27,-1.33,0.78,12,-1.54,0.78,13,2.43,1.51,7,2.8,1.15,20,1,434,19,2.714285714,4.533333333,4.2,4.266666667,5.636363636,1.857142857,4.125,3.933333333,1.533333333,5.5,599.9259259,2.6384892569546374,,excluded
2133,烦躁,-1.71,0.62,24,2.75,0.93,28,-1.77,0.6,13,-1.64,0.67,11,2.71,0.91,14,2.79,0.97,14,1,94,30,2.916666667,4.090909091,5.071428571,4.933333333,6.136363636,4.461538462,3.833333333,5.0,1.4375,6.090909091,647.42,1.9777236052888478,,negative_pool
2138,繁殖,0.38,0.71,24,2.0,1.26,26,0.27,0.65,11,0.46,0.78,13,1.91,1.3,11,2.07,1.28,15,1,92,29,3.928571429,4.133333333,5.1875,3.4375,5.181818182,3.4,4.066666667,2.6,1.333333333,5.533333333,666.7727273,1.968482948553935,,excluded
2141,反常,-1.0,0.88,27,2.58,0.95,26,-1.36,0.74,14,-0.62,0.87,13,2.79,0.97,14,2.33,0.89,12,1,176,15,3.0,3.25,3.846153846,2.769230769,6.318181818,6.538461538,2.733333333,3.769230769,1.6,5.888888889,614.78,2.247973266361807,,excluded
2143,反对,-1.04,0.89,25,2.92,0.74,26,-1.23,0.83,13,-0.83,0.94,12,2.77,0.73,13,3.08,0.76,13,1,1060,9,2.0,4.769230769,4.066666667,3.583333333,5.863636364,4.846153846,4.9375,4.692307692,1.769230769,5.666666667,573.8458333,3.025715383901341,,excluded
2151,反击,0.41,1.37,27,3.08,1.04,25,0.27,1.27,11,0.5,1.46,16,3.17,0.83,12,3.0,1.22,13,1,271,9,2.214285714,4.666666667,4.8,3.916666667,5.863636364,5.153846154,4.666666667,3.785714286,1.461538462,5.538461538,602.6458333,2.4345689040341987,,excluded
2153,反抗,-0.65,1.67,26,3.07,1.0,27,-1.23,1.42,13,-0.08,1.75,13,3.14,1.03,14,3.0,1.0,13,1,516,11,2.769230769,5.066666667,4.769230769,4.6,6.0,5.2,4.058823529,3.5,1.6,5.75,568.8964286,2.7134905430939424,,excluded
2156,反射,-0.04,0.82,26,1.95,0.84,22,0.09,0.83,11,-0.13,0.83,15,1.92,1.0,12,2.0,0.67,10,1,126,14,2.9,3.357142857,4.133333333,4.466666667,6.181818182,3.777777778,3.117647059,3.9375,1.545454545,4.333333333,584.5923077,2.103803720955957,,excluded
2161,反应,0.1,0.3,21,2.33,0.7,24,0.13,0.35,8,0.08,0.28,13,2.21,0.8,14,2.5,0.53,10,6,1715,11,2.75,3.692307692,3.142857143,3.714285714,5.5,6.0,3.8125,4.714285714,1.466666667,5.266666667,592.32,3.2345172835126865,外部常模义项数>2,excluded
2165,返回,-0.11,0.64,27,1.13,0.92,23,0.1,0.74,10,-0.24,0.56,17,1.3,0.67,10,1.0,1.08,13,1,353,13,3.181818182,5.5,3.538461538,3.285714286,5.666666667,6.0,3.266666667,4.642857143,1.583333333,5.8,576.46,2.5490032620257876,,excluded
2168,犯人,-2.0,0.76,22,2.52,1.12,25,-1.83,0.98,6,-2.06,0.68,16,2.75,0.71,8,2.41,1.28,17,1,437,7,2.357142857,3.266666667,6.125,2.692307692,5.772727273,5.692307692,4.333333333,2.571428571,1.4,5.153846154,563.2862069,2.6414741105040997,暴力/犯罪/灾害/死亡等强情境词,excluded
2169,犯罪,-2.15,1.26,26,3.48,0.71,25,-2.5,0.67,12,-1.86,1.56,14,3.45,0.93,11,3.5,0.52,14,1,1619,18,4.0,4.1,5.076923077,4.615384615,5.181818182,5.1,3.4,4.285714286,1.769230769,5.9,569.8785714,3.2095150145426308,暴力/犯罪/灾害/死亡等强情境词,excluded
2171,泛滥,-1.48,0.89,27,2.5,1.2,18,-1.56,1.03,16,-1.36,0.67,11,2.5,1.35,10,2.5,1.07,8,1,49,20,2.857142857,4.384615385,4.785714286,4.466666667,5.545454545,4.333333333,4.470588235,3.785714286,1.230769231,4.666666667,740.6875,1.6989700043360187,,excluded
2180,范围,0.38,0.75,26,1.32,1.25,22,0.17,0.39,12,0.57,0.94,14,1.6,0.55,5,1.24,1.39,17,3,1045,15,2.363636364,3.0,3.4,2.307692308,6.333333333,4.2,2.647058824,4.0,1.461538462,5.307692308,566.0384615,3.0195316845312554,外部常模义项数>2,excluded
2182,方案,0.62,0.94,26,1.73,0.96,26,0.62,0.87,13,0.62,1.04,13,1.79,1.05,14,1.67,0.89,12,2,394,14,3.090909091,3.846153846,4.866666667,3.0,5.409090909,5.076923077,4.0,3.142857143,1.466666667,5.4,533.2035714,2.59659709562646,,excluded
2183,方便,1.24,1.13,25,2.0,0.98,26,1.46,1.13,13,1.0,1.13,12,1.92,0.76,13,2.08,1.19,13,5,784,13,1.6,4.333333333,4.4,3.352941176,5.863636364,4.769230769,3.6875,5.235294118,2.230769231,5.25,540.524,2.8948696567452528,外部常模义项数>2,excluded
2186,方法,0.62,0.85,26,1.7,1.03,20,0.64,1.03,11,0.6,0.74,15,2.0,0.53,8,1.5,1.24,12,1,2435,12,2.25,4.3,4.214285714,3.4,5.863636364,3.307692308,4.833333333,5.857142857,1.5,5.666666667,565.0615385,3.3866772839608377,,excluded
2190,方式,0.09,0.29,23,1.69,1.29,26,0.14,0.36,14,0.0,0.0,9,1.85,1.21,13,1.54,1.39,13,1,2707,10,1.692307692,3.357142857,2.538461538,2.8125,5.772727273,6.583333333,2.647058824,4.866666667,1.384615385,4.4,550.3103448,3.4326486600131068,,excluded
2193,方向,0.5,0.78,24,1.57,1.31,23,0.78,0.83,9,0.33,0.72,15,1.85,1.46,13,1.2,1.03,10,4,1407,10,1.909090909,3.111111111,4.846153846,4.6,6.227272727,3.666666667,3.3125,4.642857143,1.666666667,6.454545455,537.2888889,3.1486026548060932,外部常模义项数>2,excluded
2198,方针,0.54,0.81,26,1.96,1.19,23,0.46,0.88,13,0.62,0.77,13,1.29,0.95,7,2.25,1.18,16,1,36,11,2.666666667,2.3,3.75,1.75,4.681818182,5.1,2.5625,3.571428571,1.307692308,5.428571429,692.6814815,1.568201724066995,,excluded
2214,妨碍,-1.32,0.85,25,2.38,1.1,26,-1.53,0.64,15,-1.0,1.05,10,2.38,1.06,8,2.39,1.14,18,1,437,20,2.818181818,3.230769231,5.090909091,4.538461538,5.714285714,4.7,4.352941176,3.8,1.461538462,5.384615385,623.4526316,2.6414741105040997,,excluded
2217,房间,0.19,0.51,21,1.26,1.21,23,0.3,0.67,10,0.09,0.3,11,1.0,1.0,11,1.5,1.38,12,1,2973,15,1.461538462,4.533333333,5.571428571,4.0,5.818181818,4.8,4.588235294,5.25,1.466666667,5.0625,549.0333333,3.4733409641859354,,excluded
2219,仿佛,0.23,0.81,22,1.67,1.07,27,0.15,0.55,13,0.33,1.12,9,1.64,1.21,11,1.69,1.01,16,2,267,13,1.833333333,4.214285714,2.666666667,3.571428571,5.409090909,5.416666667,3.4,3.533333333,1.466666667,5.6,549.2153846,2.428134794028789,,excluded
2226,访问,0.42,0.86,26,2.22,1.11,18,0.47,0.92,15,0.36,0.81,11,2.7,0.95,10,1.63,1.06,8,1,309,12,2.166666667,4.642857143,3.2,3.357142857,5.772727273,4.333333333,2.933333333,3.666666667,1.466666667,5.066666667,547.7962963,2.4913616938342726,,excluded
2228,纺织,0.17,0.48,24,1.57,1.0,28,0.22,0.67,9,0.13,0.35,15,1.27,0.79,11,1.76,1.09,17,1,21,15,3.466666667,4.866666667,5.0,2.75,4.772727273,4.0,3.0,2.428571429,1.6,5.941176471,679.2846154,1.3424226808222062,,excluded
2230,放大,-0.04,0.84,25,1.76,1.04,21,0.1,1.1,10,-0.13,0.64,15,1.73,0.9,11,1.8,1.23,10,1,246,11,2.533333333,4.2,4.066666667,2.9375,6.476190476,5.0,3.3125,3.875,1.866666667,5.941176471,575.7961538,2.392696953259666,,excluded
2235,放弃,-1.5,1.0,20,2.32,1.06,28,-1.71,0.95,7,-1.38,1.04,13,2.11,1.05,9,2.42,1.07,19,1,2525,15,2.818181818,3.076923077,4.0,4.230769231,6.727272727,3.4,3.823529412,4.333333333,1.384615385,5.769230769,612.1884615,3.402433346219312,,excluded
2239,放松,1.79,0.79,28,1.96,0.98,25,1.93,0.83,14,1.64,0.74,14,2.13,0.83,8,1.88,1.05,17,4,2194,16,2.142857143,4.615384615,5.533333333,4.071428571,6.454545455,4.5,4.533333333,5.785714286,1.461538462,5.5,571.4535714,3.34143452457814,外部常模义项数>2,excluded
2240,放心,1.69,0.93,26,2.28,1.31,29,1.56,1.01,9,1.76,0.9,17,2.17,1.34,12,2.35,1.32,17,1,857,12,1.75,4.25,4.928571429,4.714285714,6.380952381,5.083333333,3.625,5.583333333,1.285714286,6.0,600.9148148,2.9334872878487053,,excluded
2241,放学,0.56,0.77,25,2.42,1.3,26,0.5,0.85,10,0.6,0.74,15,2.09,1.3,11,2.67,1.29,15,2,310,16,2.8125,4.533333333,5.384615385,4.625,7.0,4.857142857,5.5625,4.625,1.357142857,6.357142857,517.8678571,2.4927603890268375,,excluded
2249,飞机,0.52,1.04,23,2.08,0.93,24,0.86,1.17,14,0.0,0.5,9,2.0,0.58,7,2.12,1.05,17,1,1616,9,1.6,2.416666667,6.533333333,3.357142857,6.227272727,3.9,4.176470588,4.857142857,1.923076923,6.090909091,575.7259259,3.208710019906401,,excluded
2256,飞行,0.58,0.83,24,2.32,1.11,25,0.81,0.91,16,0.13,0.35,8,2.38,1.06,8,2.29,1.16,17,1,428,9,1.833333333,4.0,5.615384615,3.071428571,6.05,5.714285714,4.411764706,3.4,1.923076923,6.333333333,568.962963,2.6324572921847245,,excluded
2258,非常,0.26,1.1,23,3.0,0.9,23,-0.09,1.14,11,0.58,1.0,12,2.91,1.04,11,3.08,0.79,12,2,5138,19,2.6,3.454545455,3.538461538,2.615384615,6.409090909,2.384615385,3.533333333,6.384615385,1.625,4.888888889,554.8241379,3.710878617685173,含否定成分,excluded
2259,非法,-1.92,1.38,24,2.69,1.09,26,-2.07,0.92,14,-1.7,1.89,10,3.09,0.83,11,2.4,1.18,15,1,704,16,3.1875,3.5,4.875,2.823529412,5.761904762,4.933333333,4.529411765,2.928571429,1.285714286,5.5,639.8961538,2.848189116991399,含否定成分,excluded
2268,肥料,0.31,0.93,32,1.05,1.13,19,0.4,0.7,10,0.27,1.03,22,0.88,0.83,8,1.18,1.33,11,1,54,18,2.0,4.538461538,5.833333333,2.916666667,4.238095238,4.0,3.117647059,4.0,1.4375,6.214285714,587.7269231,1.7403626894942439,,excluded
2270,肥沃,1.6,0.96,25,2.17,1.42,18,1.4,1.06,15,1.9,0.74,10,2.1,1.45,10,2.25,1.49,8,1,16,15,2.666666667,4.916666667,5.363636364,2.307692308,5.428571429,5.818181818,3.352941176,3.0,1.428571429,4.909090909,728.2619048,1.2304489213782739,,excluded
2271,肥皂,0.16,0.37,19,1.27,0.88,22,0.38,0.52,8,0.0,0.0,11,1.17,0.94,12,1.4,0.84,10,1,239,15,2.214285714,3.0,5.466666667,2.571428571,6.545454545,4.916666667,3.764705882,3.285714286,1.6,5.5625,592.0576923,2.380211241711606,,excluded
2273,匪徒,-2.0,0.9,23,3.15,1.03,27,-2.0,1.04,12,-2.0,0.77,11,3.09,1.14,11,3.19,0.98,16,3,54,20,2.733333333,4.533333333,5.75,2.8125,5.590909091,5.9,4.533333333,2.533333333,1.0,6.733333333,690.9478261,1.7403626894942439,外部常模义项数>2,excluded
2276,废话,-1.36,0.7,25,2.08,1.06,26,-1.4,0.63,15,-1.3,0.82,10,2.25,1.16,8,2.0,1.03,18,2,971,16,3.0,3.571428571,4.4375,4.066666667,4.818181818,4.083333333,4.470588235,4.266666667,1.75,5.307692308,598.8107143,2.9876662649262746,,excluded
2278,废物,-2.35,0.65,23,1.96,1.37,27,-2.33,0.65,12,-2.36,0.67,11,1.45,1.44,11,2.31,1.25,16,1,498,16,2.833333333,3.166666667,5.769230769,3.428571429,4.818181818,4.5,3.470588235,2.533333333,1.769230769,5.2,627.6333333,2.6981005456233897,,excluded
2282,沸腾,0.76,0.78,25,2.93,1.07,27,0.58,0.51,12,0.92,0.95,13,2.43,1.27,7,3.1,0.97,20,3,123,21,2.833333333,4.666666667,4.538461538,4.071428571,5.45,5.071428571,4.529411765,3.0,1.846153846,5.066666667,634.0555556,2.093421685162235,外部常模义项数>2,excluded
2292,费用,-0.23,0.99,26,2.36,1.0,22,-0.33,1.07,12,-0.14,0.95,14,2.53,0.99,15,2.0,1.0,7,1,455,14,2.333333333,4.666666667,5.533333333,3.764705882,5.727272727,4.230769231,3.75,5.470588235,1.384615385,5.352941176,576.8464286,2.658964842664435,,excluded
2294,分寸,0.74,1.05,23,2.19,1.06,26,0.75,1.28,8,0.73,0.96,15,2.5,0.97,16,1.7,1.06,10,1,22,7,2.714285714,3.307692308,3.538461538,3.375,5.545454545,3.75,2.8125,3.4,1.8,4.6875,628.132,1.3617278360175928,,excluded
2297,分工,0.55,0.6,22,2.0,1.05,28,0.6,0.52,10,0.5,0.67,12,2.14,1.03,14,1.86,1.1,14,1,35,7,1.8,2.222222222,4.153846154,3.266666667,6.047619048,4.333333333,2.9375,3.214285714,1.583333333,4.909090909,688.0153846,1.5563025007672873,,excluded
2299,分化,-0.27,0.55,22,1.76,0.94,21,-0.13,0.64,8,-0.36,0.5,14,1.77,0.93,13,1.75,1.04,8,4,29,8,3.636363636,2.222222222,2.846153846,1.933333333,6.318181818,2.833333333,2.0625,2.071428571,1.5,4.636363636,665.1607143,1.4771212547196624,外部常模义项数>2,excluded
2302,分裂,-1.4,1.0,25,2.68,0.95,22,-1.6,0.84,10,-1.27,1.1,15,2.83,0.83,12,2.5,1.08,10,3,272,16,3.333333333,4.538461538,5.090909091,3.666666667,4.363636364,4.090909091,3.5625,2.846153846,1.642857143,5.363636364,648.5214286,2.436162647040756,外部常模义项数>2,excluded
2310,分散,-0.27,1.08,22,2.0,1.11,27,0.0,1.67,6,-0.38,0.81,16,2.0,1.2,8,2.0,1.11,19,4,348,16,3.0,4.307692308,2.714285714,3.428571429,4.909090909,5.214285714,3.25,3.5,1.4,5.133333333,565.0,2.5428254269591797,外部常模义项数>2,excluded
