Word_ID,Word,Valence_Mean,Valence_SD,Valence_N,Arousal_Mean,Arousal_SD,Arousal_N,Men_Valence_Mean,Men_Valence_SD,Men_Valence_N,Women_Valence_Mean,Women_Valence_SD,Women_Valence_N,Men_Arousal_Mean,Men_Arousal_SD,Men_Arousal_N,Women_Arousal_Mean,Women_Arousal_SD,Women_Arousal_N,NOM,subTF,NOS,AOA,Compositionality,Concreteness,EER,Familiarity,Imageability,SER,sF,sNOM,ST,RT (ms),log_subTF,Exclusion_Reason,Candidate_Status
4326,精密,0.96,0.79,25,2.36,1.05,22,1.09,0.94,11,0.86,0.66,14,2.5,1.18,10,2.25,0.97,12,1,71,25,3.4375,5.384615385,3.5625,2.928571429,5.454545455,3.785714286,3.705882353,3.384615385,1.230769231,5.0,676.68,1.8573324964312685,,excluded
4329,精确,1.53,0.96,34,2.39,0.99,23,1.54,1.05,13,1.52,0.93,21,2.67,0.98,15,1.88,0.83,8,1,267,26,2.384615385,3.833333333,3.357142857,2.933333333,5.761904762,4.769230769,3.153846154,2.846153846,1.529411765,5.642857143,575.4814815,2.428134794028789,,excluded
4330,精神,1.0,1.22,25,2.32,1.18,25,0.5,0.84,6,1.16,1.3,19,1.92,1.38,12,2.69,0.85,13,4,2250,23,2.0,4.461538462,4.214285714,4.8,6.142857143,6.153846154,4.692307692,4.307692308,2.133333333,4.642857143,567.9034483,3.35237549500052,外部常模义项数>2,excluded
4334,精细,1.48,0.89,27,2.48,0.8,27,1.43,1.02,14,1.54,0.78,13,2.29,0.73,14,2.69,0.85,13,2,33,22,2.75,4.583333333,3.846153846,2.928571429,6.772727273,3.0,3.117647059,3.666666667,1.692307692,5.2,610.3461538,1.5314789170422551,,excluded
4336,鲸鱼,0.14,0.47,22,2.15,1.19,26,0.22,0.67,9,0.08,0.28,13,2.5,0.93,8,2.0,1.28,18,1,111,24,1.818181818,3.461538462,5.272727273,3.153846154,4.636363636,5.5,2.882352941,1.733333333,1.230769231,5.615384615,628.0111111,2.0492180226701815,,excluded
4342,景色,1.11,1.09,27,2.11,1.08,18,0.88,0.89,16,1.45,1.29,11,2.4,0.97,10,1.75,1.16,8,1,177,18,2.333333333,3.1,6.357142857,3.733333333,5.952380952,6.384615385,4.916666667,4.5,1.3125,5.833333333,585.1518519,2.250420002308894,,excluded
4343,景物,0.28,0.54,25,2.0,1.26,25,0.2,0.42,10,0.33,0.62,15,2.43,0.98,7,1.83,1.34,18,1,3,20,2.235294118,5.357142857,5.714285714,3.533333333,5.727272727,4.909090909,4.285714286,4.307692308,1.615384615,4.818181818,586.5166667,0.6020599913279624,,excluded
4344,景象,0.25,0.53,24,1.92,1.0,25,0.33,0.71,9,0.2,0.41,15,2.0,0.82,7,1.89,1.08,18,1,166,23,2.181818182,3.615384615,5.454545455,3.0,5.772727273,5.0,3.882352941,4.2,1.692307692,5.384615385,601.8538462,2.2227164711475833,,excluded
4347,警察,1.58,1.17,26,2.95,0.92,21,1.46,1.2,13,1.69,1.18,13,2.9,1.1,10,3.0,0.77,11,2,2784,33,2.363636364,4.461538462,6.333333333,3.357142857,5.772727273,4.538461538,4.733333333,3.384615385,1.4,6.2,576.5461538,3.4448251995097476,,excluded
4349,警告,-0.58,1.33,26,3.04,0.98,23,-0.31,1.49,13,-0.85,1.14,13,3.0,0.82,7,3.06,1.06,16,2,1397,26,2.0,4.428571429,4.8,3.571428571,5.727272727,5.416666667,4.647058824,2.857142857,1.4375,5.6,586.4592593,3.1455071714096627,,excluded
4352,警惕,0.26,1.06,27,3.24,0.66,25,0.21,1.05,14,0.31,1.11,13,3.0,0.93,8,3.35,0.49,17,1,277,30,2.428571429,4.2,5.0,3.466666667,6.318181818,3.692307692,4.0,2.9375,1.533333333,5.230769231,664.773913,2.444044795918076,,excluded
4361,竞争,0.52,0.71,25,2.96,0.98,25,0.6,0.84,10,0.47,0.64,15,2.83,0.83,12,3.08,1.12,13,2,703,16,2.714285714,5.866666667,5.642857143,5.5,6.909090909,4.214285714,4.75,5.375,1.4375,5.384615385,567.6866667,2.847572659142112,,excluded
4364,敬爱,1.85,0.73,26,2.52,0.95,23,1.77,0.93,13,1.92,0.49,13,1.86,1.07,7,2.81,0.75,16,1,76,22,2.5,5.0,3.571428571,4.214285714,5.0,5.142857143,4.0625,3.285714286,1.666666667,5.733333333,596.2555556,1.8864907251724818,,excluded
4370,境界,0.81,0.98,26,1.9,1.12,20,0.92,0.95,13,0.69,1.03,13,1.78,0.67,9,2.0,1.41,11,2,83,23,3.25,5.2,4.375,3.083333333,5.636363636,5.133333333,3.294117647,2.6,1.533333333,4.875,625.8333333,1.9242792860618816,,excluded
4376,镜头,0.23,0.43,22,2.36,1.04,25,0.33,0.52,6,0.19,0.4,16,2.71,0.95,7,2.22,1.06,18,3,640,21,2.5,2.0,6.428571429,3.333333333,4.80952381,3.583333333,4.411764706,4.285714286,1.384615385,5.833333333,542.0111111,2.8068580295188172,外部常模义项数>2,excluded
4378,镜子,0.26,0.75,23,1.63,1.11,27,0.0,0.0,7,0.38,0.89,16,1.88,1.05,17,1.2,1.14,10,1,419,19,1.642857143,5.2,6.8,3.416666667,6.047619048,5.923076923,5.466666667,5.0,1.076923077,5.769230769,583.4846154,2.6232492903979003,,excluded
4385,纠正,0.77,1.11,26,2.24,0.83,21,0.55,1.04,11,0.93,1.16,15,2.2,1.03,10,2.27,0.65,11,1,232,10,2.642857143,3.9375,3.75,4.071428571,5.857142857,4.214285714,2.4,4.5,1.428571429,5.3125,674.8928571,2.367355921026019,,excluded
4407,救济,1.13,1.19,24,2.15,1.01,26,0.85,1.21,13,1.45,1.13,11,2.0,1.0,13,2.31,1.03,13,1,102,20,3.0,5.066666667,5.0,4.5,5.681818182,4.533333333,3.352941176,3.25,1.533333333,4.875,591.6285714,2.012837224705172,,excluded
4414,就是,0.04,0.64,23,1.65,1.22,17,0.08,0.67,12,0.0,0.63,11,1.71,1.38,7,1.6,1.17,10,4,5877,21,2.5,2.8,1.8,3.333333333,6.090909091,5.571428571,2.6875,5.666666667,1.6,4.6875,533.0428571,3.7692295817365937,外部常模义项数>2,excluded
4421,居民,0.17,0.64,24,0.92,1.02,24,0.0,0.0,8,0.25,0.77,16,0.71,0.73,14,1.2,1.32,10,1,385,13,2.071428571,4.533333333,6.333333333,2.066666667,5.727272727,6.066666667,2.75,2.8,1.2,6.5625,555.4888889,2.586587304671755,,excluded
4425,拘留,-1.92,1.16,26,2.87,1.36,23,-1.92,1.51,12,-1.93,0.83,14,2.81,1.47,16,3.0,1.15,7,2,272,18,3.333333333,4.066666667,5.266666667,2.466666667,4.772727273,3.538461538,4.0,1.8125,1.733333333,4.923076923,671.7888889,2.436162647040756,,excluded
4430,鞠躬,1.23,1.14,26,2.32,1.03,25,0.93,1.1,15,1.64,1.12,11,1.91,1.04,11,2.64,0.93,14,1,83,27,3.266666667,5.133333333,5.266666667,3.0625,5.681818182,5.357142857,4.3125,2.625,1.214285714,6.058823529,683.796,1.9242792860618816,,excluded
4431,局部,0.04,0.62,24,1.3,0.8,20,-0.1,0.57,10,0.14,0.66,14,1.45,0.82,11,1.11,0.78,9,1,65,17,3.272727273,4.0,2.538461538,3.214285714,5.772727273,5.0,2.2,2.928571429,1.769230769,5.2,613.208,1.8195439355418688,,excluded
4434,局势,0.18,0.67,28,2.44,1.09,16,0.09,0.54,11,0.24,0.75,17,2.4,0.84,10,2.5,1.52,6,1,253,15,3.615384615,4.307692308,5.0,2.75,5.590909091,6.545454545,3.3125,3.153846154,1.142857143,4.727272727,603.87,2.404833716619938,,excluded
4437,局限,-0.76,0.44,25,1.77,1.07,26,-0.8,0.41,15,-0.7,0.48,10,1.63,1.06,8,1.83,1.1,18,1,64,15,2.6,3.076923077,3.083333333,4.076923077,4.736842105,5.692307692,3.352941176,4.461538462,1.266666667,5.428571429,700.2909091,1.8129133566428555,,excluded
4439,菊花,-0.3,0.78,27,1.3,1.02,23,-0.57,0.94,14,0.0,0.41,13,1.56,1.13,9,1.14,0.95,14,1,41,18,3.4,4.692307692,6.066666667,4.0,6.136363636,4.166666667,4.529411765,4.285714286,1.875,5.933333333,597.0333333,1.6232492903979006,,excluded
4440,橘子,0.48,0.73,23,1.74,1.1,27,0.45,0.93,11,0.5,0.52,12,1.75,1.49,8,1.74,0.93,19,1,122,19,2.1,4.75,6.461538462,4.0,6.571428571,4.307692308,5.2,4.769230769,1.3125,6.666666667,625.1107143,2.089905111439398,,excluded
4443,举办,0.31,0.47,26,2.3,0.87,27,0.44,0.53,9,0.24,0.44,17,2.17,0.83,12,2.4,0.91,15,1,399,13,2.5,4.625,4.1875,3.714285714,5.863636364,5.785714286,2.666666667,4.75,1.285714286,5.6875,602.0111111,2.6020599913279625,,excluded
4445,举动,0.13,0.54,24,1.91,0.92,22,0.0,0.0,9,0.2,0.68,15,1.83,0.83,12,2.0,1.05,10,1,409,15,2.333333333,3.384615385,3.6,3.285714286,5.666666667,3.571428571,3.8125,3.714285714,1.4,5.466666667,566.0703704,2.6127838567197355,,excluded
4453,句子,0.09,0.42,23,1.36,1.0,22,0.2,0.63,10,0.0,0.0,13,1.0,1.05,10,1.67,0.89,12,1,102,8,2.133333333,4.0,4.846153846,2.9375,6.818181818,4.571428571,2.4375,4.125,1.0,5.571428571,542.476,2.012837224705172,,excluded
4454,巨大,0.72,0.74,25,2.82,0.85,22,1.0,0.82,10,0.53,0.64,15,2.92,0.9,12,2.7,0.82,10,1,962,7,1.615384615,5.583333333,5.428571429,2.714285714,6.136363636,5.333333333,5.25,4.25,1.642857143,5.615384615,594.1,2.9836262871245345,,excluded
4461,拒绝,-0.63,0.82,24,2.93,1.0,27,-0.43,0.98,7,-0.71,0.77,17,2.71,0.99,17,3.3,0.95,10,1,1840,16,1.2,4.692307692,4.583333333,4.692307692,6.181818182,6.230769231,4.823529412,5.384615385,1.5,6.285714286,583.9148148,3.2650537885040145,,excluded
4462,具备,0.74,1.05,23,1.7,0.86,20,0.73,1.1,11,0.75,1.06,12,1.54,0.88,13,2.0,0.82,7,1,196,16,2.333333333,4.071428571,3.538461538,2.9375,6.136363636,3.5,2.5,3.8,1.466666667,4.8125,559.7724138,2.294466226161593,,excluded
4463,具体,0.5,0.76,26,1.8,1.35,25,0.4,0.83,15,0.64,0.67,11,2.0,1.48,11,1.64,1.28,14,4,755,15,2.3125,3.428571429,3.0625,2.615384615,5.954545455,4.928571429,3.352941176,4.923076923,1.416666667,5.166666667,545.2192308,2.8785217955012063,外部常模义项数>2,excluded
4468,剧场,0.09,0.29,23,1.67,1.2,24,0.0,0.0,9,0.14,0.36,14,1.87,1.13,15,1.33,1.32,9,1,122,16,2.3,3.083333333,6.2,3.307692308,5.80952381,5.8,3.823529412,3.428571429,1.5,6.545454545,574.0740741,2.089905111439398,,excluded
4470,剧烈,-0.25,0.79,24,2.88,1.05,25,-0.18,0.4,11,-0.31,1.03,13,3.36,0.67,11,2.5,1.16,14,1,85,20,2.428571429,5.866666667,4.25,3.230769231,6.090909091,4.538461538,5.2,3.785714286,1.2,5.307692308,605.0071429,1.9344984512435677,,excluded
4480,距离,-0.14,0.47,22,1.55,1.1,22,-0.22,0.67,9,-0.08,0.28,13,1.15,0.9,13,2.11,1.17,9,3,999,21,3.142857143,3.928571429,5.066666667,3.571428571,6.909090909,3.916666667,3.866666667,4.928571429,1.923076923,5.5625,599.0666667,3.0,外部常模义项数>2,excluded
4499,决策,1.04,1.04,26,2.69,1.29,26,1.0,1.07,15,1.09,1.04,11,2.67,1.23,12,2.71,1.38,14,2,98,18,3.5,4.5,4.666666667,4.214285714,5.619047619,3.916666667,3.705882353,5.071428571,1.6,5.5,582.7310345,1.99563519459755,,excluded
4500,决定,0.71,0.91,24,2.36,1.09,22,0.56,1.01,9,0.8,0.86,15,2.17,1.27,12,2.6,0.84,10,3,3979,14,1.571428571,3.692307692,4.0,3.8,6.454545455,5.25,3.764705882,5.642857143,1.461538462,6.166666667,639.9785714,3.5998830720736876,外部常模义项数>2,excluded
4507,决心,1.85,0.83,26,3.04,0.96,26,1.73,0.96,15,2.0,0.63,11,3.17,0.83,12,2.93,1.07,14,2,333,10,2.0,4.733333333,3.9375,5.25,6.136363636,3.533333333,3.705882353,4.3125,1.416666667,5.25,505.0178571,2.5237464668115646,,excluded
4514,绝对,0.0,1.04,25,2.63,1.01,24,0.36,0.92,11,-0.29,1.07,14,2.5,0.9,12,2.75,1.14,12,5,3252,14,2.142857143,3.6,2.5,2.384615385,6.863636364,4.230769231,3.066666667,5.357142857,1.705882353,5.692307692,585.5392857,3.5122840632818537,外部常模义项数>2,excluded
4518,绝望,-2.31,0.9,32,3.32,0.95,19,-2.1,1.2,10,-2.41,0.73,22,3.75,0.46,8,3.0,1.1,11,1,633,20,2.666666667,4.866666667,4.25,5.125,6.0,5.3,4.8,5.666666667,1.166666667,6.066666667,627.252,2.802089257881733,,selected
4519,绝缘,-0.1,1.17,20,1.31,1.12,26,-0.14,1.77,7,-0.08,0.76,13,1.38,1.19,8,1.28,1.13,18,2,19,21,3.222222222,3.0,5.166666667,3.0,4.714285714,3.692307692,3.352941176,3.923076923,1.625,5.5,646.1782609,1.3010299956639813,,excluded
4520,觉得,0.04,0.69,24,1.54,1.14,24,-0.08,0.67,12,0.17,0.72,12,1.46,0.78,13,1.64,1.5,11,2,5956,20,1.8,2.833333333,3.785714286,2.461538462,6.136363636,4.6,2.470588235,5.857142857,1.166666667,5.363636364,559.7666667,3.7750276000988445,,excluded
4526,军队,1.62,1.17,26,2.85,1.03,27,1.92,1.26,13,1.31,1.03,13,2.79,1.19,14,2.92,0.86,13,1,800,10,2.384615385,3.933333333,5.714285714,3.466666667,5.857142857,5.0,4.941176471,2.6875,1.266666667,5.5,533.9733333,2.9036325160842376,,excluded
4530,军人,2.16,1.11,25,2.64,0.99,25,2.31,0.95,13,2.0,1.28,12,2.5,1.17,12,2.77,0.83,13,1,276,8,2.714285714,4.125,6.25,3.357142857,5.590909091,3.642857143,5.133333333,4.125,1.5,6.1875,553.3642857,2.4424797690644486,明显多义或语境依赖,excluded
4531,军事,0.44,1.36,25,2.85,0.78,26,0.38,1.45,13,0.5,1.31,12,2.77,0.73,13,2.92,0.86,13,1,369,14,2.583333333,3.111111111,4.615384615,3.266666667,5.272727273,3.555555556,4.25,2.5,1.166666667,6.3,575.9925926,2.568201724066995,,excluded
4536,均匀,0.81,0.9,26,1.5,0.91,22,0.5,0.71,10,1.0,0.97,16,1.4,0.7,10,1.58,1.08,12,1,36,11,3.133333333,5.266666667,3.615384615,2.4375,6.0,3.846153846,2.8,3.142857143,1.4,5.4375,563.9153846,1.568201724066995,,excluded
4541,咖啡,0.24,0.6,25,2.58,1.27,26,0.21,0.43,14,0.27,0.79,11,2.58,1.0,12,2.57,1.5,14,3,1928,19,2.3125,5.083333333,6.5,3.352941176,5.0,4.8,4.882352941,4.0,1.2,5.8125,589.0916667,3.2853322276438846,外部常模义项数>2,excluded
4544,卡车,0.09,0.29,23,1.13,0.95,24,0.25,0.46,8,0.0,0.0,15,1.0,0.88,14,1.3,1.06,10,1,759,9,1.9375,3.857142857,6.75,1.928571429,5.863636364,2.785714286,4.411764706,3.0,1.076923077,5.916666667,645.4,2.8808135922807914,,excluded
4549,开办,0.41,0.91,22,1.83,1.24,24,0.5,0.76,8,0.36,1.01,14,2.13,1.19,15,1.33,1.22,9,1,57,8,2.9375,3.769230769,3.0625,2.214285714,5.318181818,4.214285714,3.176470588,3.461538462,1.307692308,5.25,686.2043478,1.7634279935629373,,excluded
4550,开采,0.11,0.75,27,2.38,1.28,24,0.25,0.62,12,0.0,0.85,15,2.64,1.21,11,2.15,1.34,13,1,36,12,4.0,4.727272727,4.0,2.0625,5.818181818,3.833333333,3.117647059,2.714285714,1.5,4.833333333,588.9346154,1.568201724066995,,excluded
4551,开除,-1.68,0.94,34,3.0,1.24,23,-1.85,0.38,13,-1.57,1.16,21,3.13,1.25,15,2.75,1.28,8,1,563,13,2.153846154,5.25,5.285714286,2.785714286,4.727272727,4.583333333,3.5625,2.666666667,1.571428571,5.769230769,615.2071429,2.751279103983342,明显多义或语境依赖,excluded
4555,开动,0.48,0.87,25,2.19,1.23,26,0.36,0.84,14,0.64,0.92,11,2.17,1.03,12,2.21,1.42,14,3,169,10,3.2,4.066666667,4.461538462,2.625,5.285714286,4.538461538,3.666666667,3.928571429,1.733333333,4.647058824,564.0107143,2.230448921378274,外部常模义项数>2,excluded
4558,开发,0.81,0.9,26,2.59,1.09,29,1.0,1.0,9,0.71,0.85,17,2.5,1.0,12,2.65,1.17,17,3,232,9,3.461538462,4.066666667,3.461538462,2.0625,5.409090909,3.538461538,3.0,3.571428571,1.666666667,5.411764706,530.5,2.367355921026019,外部常模义项数>2,excluded
4562,开会,0.19,0.8,26,2.54,1.1,24,0.09,0.54,11,0.27,0.96,15,2.45,1.37,11,2.62,0.87,13,1,449,10,2.571428571,4.4,5.125,3.375,6.090909091,3.6,4.733333333,5.333333333,1.166666667,6.333333333,538.0592593,2.6532125137753435,,excluded
4570,开始,0.76,0.93,25,2.15,1.29,26,0.85,1.14,13,0.67,0.65,12,2.08,1.44,13,2.23,1.17,13,3,5934,12,2.066666667,5.333333333,4.733333333,3.25,5.909090909,4.928571429,3.0625,5.5625,1.466666667,6.647058824,536.3928571,3.77342072329061,外部常模义项数>2,excluded
4572,开水,0.14,0.77,22,2.3,1.38,27,0.33,0.82,6,0.06,0.77,16,2.71,1.21,17,1.6,1.43,10,1,27,8,1.533333333,3.0,6.5,2.75,6.136363636,4.9,4.6875,5.285714286,1.461538462,6.384615385,542.5423077,1.4471580313422192,,excluded
4576,开心,2.32,0.61,28,3.16,0.8,25,2.21,0.7,14,2.43,0.51,14,3.13,0.64,8,3.18,0.88,17,2,2804,8,1.133333333,3.6,5.533333333,4.411764706,6.476190476,6.230769231,5.5625,6.117647059,1.6,5.529411765,595.9357143,3.4479328655921804,,excluded
4578,开支,0.0,0.41,25,2.28,1.17,25,0.0,0.53,15,0.0,0.0,10,2.5,1.17,12,2.08,1.19,13,3,127,8,3.571428571,3.933333333,4.266666667,4.133333333,5.45,3.071428571,2.75,3.066666667,1.733333333,5.25,619.3038462,2.1072099696478683,外部常模义项数>2,excluded
4585,刊物,0.38,0.85,26,1.24,0.83,25,0.23,0.93,13,0.54,0.78,13,0.93,0.83,14,1.64,0.67,11,1,27,13,3.266666667,5.733333333,6.214285714,2.615384615,5.863636364,2.833333333,4.176470588,3.066666667,1.25,5.2,703.4055556,1.4471580313422192,,excluded
4587,勘探,0.69,0.97,26,2.09,1.02,22,0.67,0.98,12,0.71,0.99,14,2.27,0.96,15,1.71,1.11,7,1,10,22,3.466666667,4.8,4.142857143,3.176470588,5.0,4.307692308,3.3125,2.647058824,1.4,5.176470588,791.5846154,1.0413926851582251,,excluded
4591,看病,-0.79,0.99,28,2.43,1.08,23,-0.43,1.02,14,-1.14,0.86,14,2.67,1.22,9,2.29,0.99,14,2,111,19,1.8,2.666666667,6.0,3.214285714,6.045454545,3.6,4.294117647,4.142857143,2.076923077,6.272727273,602.1037037,2.0492180226701815,疾病/疼痛/损伤相关,excluded
4592,看待,0.25,0.61,24,1.61,0.89,23,0.6,0.84,10,0.0,0.0,14,1.82,0.87,11,1.42,0.9,12,1,318,18,2.428571429,3.857142857,4.5,3.8,6.272727273,4.0,2.647058824,4.066666667,1.533333333,5.153846154,566.048,2.503790683057181,,excluded
4594,看法,0.28,0.94,25,2.14,1.06,21,0.33,1.07,12,0.23,0.83,13,2.2,1.23,10,2.09,0.94,11,1,1022,17,2.2,2.6,3.933333333,3.411764706,5.909090909,4.769230769,3.125,5.588235294,1.846153846,5.764705882,569.3333333,3.00987563371216,,excluded
4595,看见,0.36,0.73,28,1.73,1.08,22,0.14,0.36,14,0.57,0.94,14,2.6,0.89,5,1.47,1.01,17,1,3834,13,1.2,4.2,4.8125,3.928571429,6.5,5.076923077,4.714285714,5.6875,1.333333333,5.769230769,525.9172414,3.583765368285,,excluded
4600,慷慨,2.08,0.74,26,2.32,1.22,25,1.91,0.7,11,2.2,0.77,15,2.83,0.58,12,1.85,1.46,13,3,390,26,2.8,5.428571429,3.866666667,3.8125,5.409090909,4.785714286,3.625,3.6875,1.466666667,5.470588235,654.325,2.5921767573958667,外部常模义项数>2,excluded
4604,考察,0.73,1.04,26,1.96,1.02,25,0.83,1.19,12,0.64,0.93,14,2.36,0.92,11,1.64,1.01,14,2,104,20,2.230769231,4.230769231,4.285714286,2.5,5.409090909,4.923076923,3.461538462,2.846153846,1.705882353,5.5,593.4962963,2.0211892990699383,,excluded
4609,考虑,0.42,0.72,24,1.91,1.11,22,0.56,0.73,9,0.33,0.72,15,2.0,1.04,12,1.8,1.23,10,1,3146,16,2.133333333,4.266666667,4.5625,3.933333333,6.272727273,3.307692308,2.857142857,5.5625,2.0,5.538461538,594.0185185,3.49789674291322,,excluded
4611,考试,-0.11,1.17,28,3.33,0.82,24,-0.08,1.44,12,-0.13,0.96,16,3.27,0.79,11,3.38,0.87,13,1,493,14,2.142857143,4.466666667,6.866666667,4.866666667,6.714285714,1.928571429,5.1875,5.066666667,1.642857143,5.9375,553.8615385,2.693726948923647,,excluded
4612,考验,0.46,0.71,26,2.72,1.23,18,0.44,0.63,16,0.5,0.85,10,3.1,0.74,10,2.25,1.58,8,1,381,16,3.133333333,4.571428571,4.066666667,4.230769231,5.571428571,4.083333333,3.0,3.928571429,1.625,5.133333333,598.6448276,2.582063362911709,,excluded
4617,靠近,0.16,0.47,25,1.77,0.99,26,0.17,0.39,12,0.15,0.55,13,1.69,1.18,13,1.85,0.8,13,3,1143,22,1.857142857,5.133333333,5.4,4.25,5.952380952,5.384615385,5.533333333,4.214285714,1.538461538,5.538461538,564.1035714,3.058426024457005,外部常模义项数>2,excluded
4622,科技,1.04,1.17,25,2.38,1.36,21,1.42,1.16,12,0.69,1.11,13,2.25,1.29,16,2.8,1.64,5,1,397,16,2.214285714,3.785714286,5.5625,3.533333333,6.454545455,3.5,4.411764706,3.8,1.5,5.538461538,613.6703704,2.5998830720736876,,excluded
4624,科学,1.28,1.02,25,1.91,1.06,22,1.2,1.03,10,1.33,1.05,15,1.83,0.83,12,2.0,1.33,10,2,766,17,1.4,3.333333333,3.466666667,2.9375,6.272727273,5.230769231,2.875,4.352941176,1.533333333,4.058823529,491.7241379,2.884795363948981,,excluded
4629,咳嗽,-1.0,0.72,24,2.94,1.06,31,-1.0,0.6,12,-1.0,0.85,12,2.89,0.93,9,2.95,1.13,22,1,142,23,2.384615385,5.769230769,6.363636364,3.583333333,6.409090909,4.909090909,5.375,4.0,1.071428571,6.272727273,716.72,2.155336037465062,,excluded
4630,可爱,1.96,0.72,26,2.42,1.06,26,2.08,0.76,13,1.85,0.69,13,2.69,0.95,13,2.15,1.14,13,1,2656,15,2.0,4.466666667,4.714285714,5.615384615,6.954545455,5.166666667,4.764705882,5.2,1.727272727,5.363636364,552.64,3.4243915544102776,,positive_pool
4633,可恶,-1.84,0.75,25,3.0,0.93,22,-2.0,0.94,10,-1.73,0.59,15,3.42,0.67,12,2.5,0.97,10,1,443,15,2.333333333,3.769230769,2.933333333,4.0,5.095238095,5.357142857,3.9375,4.0,1.8,4.533333333,571.3074074,2.6473829701146196,,selected
4635,可贵,1.88,0.65,26,2.54,0.83,24,2.0,0.82,7,1.84,0.6,19,2.62,0.77,13,2.45,0.93,11,1,38,14,2.8125,2.133333333,4.5,3.3125,5.727272727,3.5,3.0625,3.0625,1.571428571,4.615384615,640.6130435,1.591064607026499,,excluded
4640,可靠,2.08,0.69,26,2.22,1.09,23,1.92,0.64,13,2.23,0.73,13,1.57,0.98,7,2.5,1.03,16,2,524,20,2.733333333,3.066666667,3.666666667,3.823529412,6.181818182,4.769230769,4.0625,4.941176471,1.615384615,5.294117647,559.3461538,2.720159303405957,,selected
4644,可能,0.04,0.69,24,1.5,0.98,24,0.09,0.83,11,0.0,0.58,13,1.71,0.49,7,1.41,1.12,17,4,6005,15,1.615384615,3.666666667,2.642857143,3.6,6.772727273,4.7,3.235294118,5.375,1.466666667,4.75,556.7333333,3.778585327862962,外部常模义项数>2,excluded
4645,可怕,-1.74,0.75,23,3.29,0.81,24,-1.89,0.78,9,-1.64,0.74,14,3.15,0.99,13,3.45,0.52,11,1,2003,13,1.714285714,3.6,3.857142857,5.0,6.909090909,5.285714286,5.0,4.3125,1.8,4.923076923,589.9892857,3.301897717195208,,selected
4647,可惜,-0.7,0.67,27,2.39,1.04,18,-0.69,0.7,16,-0.73,0.65,11,2.5,1.08,10,2.25,1.04,8,1,1107,16,2.076923077,4.071428571,3.384615385,4.8125,5.714285714,2.25,4.176470588,5.333333333,1.416666667,5.6,589.9115385,3.044539760392411,,excluded
4650,可以,0.96,0.82,23,1.36,1.0,22,1.0,0.87,9,0.93,0.83,14,1.17,1.03,12,1.6,0.97,10,6,6206,9,1.214285714,5.733333333,4.933333333,4.583333333,6.863636364,4.538461538,3.333333333,6.428571429,1.615384615,5.615384615,542.8518519,3.792881745385397,外部常模义项数>2,excluded
4651,渴望,0.75,0.68,24,3.08,0.84,26,0.87,0.74,15,0.56,0.53,9,3.08,0.64,13,3.08,1.04,13,1,671,23,2.636363636,4.538461538,5.933333333,5.214285714,6.285714286,5.384615385,4.666666667,3.357142857,1.375,5.466666667,559.3,2.8273692730538253,,excluded
4652,克服,1.75,0.94,24,2.52,0.98,27,1.43,0.53,7,1.88,1.05,17,2.47,1.01,17,2.6,0.97,10,2,362,15,2.266666667,3.4,4.6875,4.533333333,6.095238095,4.461538462,3.142857143,4.125,1.6,5.384615385,595.5111111,2.5599066250361124,,excluded
4658,刻苦,1.92,0.69,26,2.5,0.95,20,1.91,0.83,11,1.93,0.59,15,2.63,0.92,8,2.42,1.0,12,2,60,16,1.571428571,5.6,4.066666667,5.5,6.136363636,5.307692308,5.066666667,5.0,1.461538462,5.230769231,521.6538462,1.7853298350107671,,selected
4660,客观,0.73,0.87,26,1.56,1.08,25,0.85,0.8,13,0.62,0.96,13,1.46,1.13,13,1.67,1.07,12,2,139,15,3.0,4.0,2.6,3.428571429,5.318181818,4.416666667,3.666666667,4.2,1.4,4.8,619.9730769,2.146128035678238,,excluded
4663,客气,0.89,0.99,28,1.96,0.82,23,0.73,0.9,11,1.0,1.06,17,2.09,0.7,11,1.83,0.94,12,2,1589,13,1.933333333,3.066666667,3.666666667,3.294117647,5.863636364,2.846153846,2.9375,4.588235294,1.923076923,5.352941176,591.5,3.2013971243204513,,excluded
4664,客人,0.52,0.71,25,2.28,1.06,25,0.6,0.84,10,0.47,0.64,15,2.33,1.37,12,2.23,0.73,13,3,1171,11,2.333333333,4.1,6.285714286,3.533333333,5.909090909,4.923076923,4.5,3.785714286,1.5625,6.090909091,531.4714286,3.068927611682072,外部常模义项数>2,excluded
4666,客厅,0.4,0.86,30,1.16,1.42,19,0.2,0.42,10,0.5,1.0,20,0.88,1.13,8,1.36,1.63,11,1,313,13,1.785714286,2.846153846,6.642857143,3.533333333,6.454545455,4.75,4.294117647,4.571428571,1.076923077,6.583333333,609.9285714,2.496929648073215,,excluded
4669,课本,0.48,0.87,25,1.22,1.09,27,0.63,1.06,8,0.41,0.8,17,0.78,1.09,9,1.44,1.04,18,1,48,15,1.466666667,5.142857143,6.357142857,3.785714286,6.909090909,4.25,3.882352941,5.0,1.25,5.866666667,582.4,1.6901960800285136,,excluded
4670,课程,0.54,0.9,26,2.08,1.2,26,0.6,0.99,15,0.45,0.82,11,2.25,1.14,12,1.93,1.27,14,1,434,22,1.8,3.3,6.166666667,3.333333333,6.545454545,4.3,3.875,5.928571429,1.230769231,5.846153846,570.7758621,2.6384892569546374,,excluded
